Date,open,high,low,close,volume,symbol
2026-08-18 00:00:00-04:00,333.2200012207031,340.5299987792969,331.1199951171875,336.8699951171875,27994500,TSLA
2026-08-19 00:00:00-04:00,338.8900146484375,351.6199951171875,335.70001220703125,351.1199951171875,36735400,TSLA
2026-08-20 00:00:00-04:00,346.20001220703125,347.5,338.9599914550781,345.1300048828125,30766400,TSLA
2026-08-21 00:00:00-04:00,349.8800048828125,366.5,346.8999938964844,362.8599853515625,59224000,TSLA
2026-08-24 00:00:00-04:00,361.4100036621094,363.239990234375,348.260009765625,348.95001220703125,39190500,TSLA
2026-08-25 00:00:00-04:00,349.5799865722656,357.0,349.20001220703125,350.25,29816700,TSLA
2026-08-26 00:00:00-04:00,345.2699890136719,351.92999267578125,342.5299987792969,345.82000732421875,28573000,TSLA
2026-08-27 00:00:00-04:00,346.1600036621094,355.739990234375,345.45001220703125,354.80999755859375,30136200,TSLA
2026-08-28 00:00:00-04:00,357.1000061035156,358.79998779296875,345.20001220703125,348.75,32972200,TSLA
2026-08-31 00:00:00-04:00,347.2099914550781,368.9200134277344,347.1499938964844,367.95001220703125,61732300,TSLA
2026-09-01 00:00:00-04:00,360.8999938964844,362.70001220703125,352.9599914550781,356.0899963378906,36193900,TSLA
2026-09-02 00:00:00-04:00,360.4100036621094,360.6199951171875,349.9200134277344,357.010009765625,33951900,TSLA
2026-09-03 00:00:00-04:00,365.82000732421875,384.0400085449219,365.82000732421875,376.3699951171875,63601000,TSLA
2026-09-04 00:00:00-04:00,362.07000732421875,364.69000244140625,351.32000732421875,354.0799865722656,65018200,TSLA
2026-09-08 00:00:00-04:00,357.1000061035156,370.0,355.75,368.1600036621094,51078800,TSLA
2026-09-09 00:00:00-04:00,368.25,375.44000244140625,366.0,367.80999755859375,32564300,TSLA
2026-09-10 00:00:00-04:00,360.6000061035156,369.2099914550781,357.67999267578125,363.55999755859375,29667200,TSLA
2026-09-11 00:00:00-04:00,364.20001220703125,368.6600036621094,361.6000061035156,365.44000244140625,30153000,TSLA
2026-09-14 00:00:00-04:00,359.7799987792969,367.7300109863281,357.0400085449219,358.9700012207031,32477200,TSLA
2026-09-15 00:00:00-04:00,358.75,362.3900146484375,354.04998779296875,356.5799865722656,30317700,TSLA
2026-09-16 00:00:00-04:00,357.92999267578125,365.1000061035156,354.8900146484375,358.0799865722656,32177400,TSLA
2026-09-17 00:00:00-04:00,367.4800109863281,374.1199951171875,363.2200012207031,366.20001220703125,37852555,TSLA
